,line,nuclear_cost,CO2,onwind_cost,offwind_cost,solar_cost,onwind_potential,solar_potential,nuclear_inv_NO,nuclear_cap_NO,nuclear_prod_NO,onwind_inv_NO,onwind_cap_NO,onwind_prod_NO,solar_inv_NO,solar_cap_NO,solar_prod_NO,offwind_inv_NO,offwind_cap_NO,offwind_NO,nuclear_inv_EU,nuclear_cap_EU,nuclear_prod_EU,onwind_inv_EU,onwind_cap_EU,onwind_prod_EU,solar_inv_EU,solar_cap_EU,solar_prod_EU,offwind_inv_EU,offwind_cap_EU,offwind_EU,offwind_prod_NO,offwind_prod_EU
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.5_2050.nc,1.25,0.5,0.1,1.0,1.0,1.3,1.0,1,127318.77124006081,0.3602821281393272,9443.387090590611,1234209856.5020792,11282.949226450766,26752894.79512526,7641806.2091509085,130.85767917400062,122910.64287159524,233788.26814279915,1.1437583546396857,3233.366113043993,114816517669.988,324903.69588702125,8520069702.011748,99722069744.12404,911643.221573671,2678748519.1301436,23298777404.390903,398966.40339810436,556265726.5713292,5143764107.863296,25309.892607334117,100573274.04792689,3233.366113043993,100573274.04792689
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.6_2050.nc,1.25,0.6,0.0,1.0,1.0,1.0,1.0,1,6922.990944002948,0.016325361178751975,390.216466714,3026735703.070718,27669.93399033444,69209553.10237226,1050733065.9637855,21894.403066014285,23252200.225919988,1840151.9104555508,8.39164263338537,37279.20083007962,94575091405.77298,223021.02345666007,5776809604.81114,143350741941.91376,1310489.5690013752,3573621750.2076592,101931702321.66547,2123977.8666225453,3040906079.2623167,12106981738.416927,58789.141949302466,239784871.1521695,37279.20083007962,239784871.1521695
elec_s_100_lc1.5__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.6_2050.nc,1.5,0.6,0.05,1.0,1.0,1.3,1.0,1,13363.106638215892,0.031512036358798345,769.1248935974912,3095172806.8748226,28295.57505401505,70645151.85114321,59175528.73760491,1013.3170277498775,1085981.5290719154,1841374.2398422773,8.39729573168715,37065.35857341952,99110575007.76912,233716.31520581854,6099356545.026042,138773094938.2638,1268641.4518058293,3497160273.760911,58035204174.51861,993790.2010093753,1461052485.5099304,12464387336.031723,60817.46498350934,250229328.65447813,37065.35857341952,250229328.65447813
elec_s_100_lc1.5__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.6_2050.nc,1.5,0.6,0.05,1.0,1.0,1.0,1.0,1,6487.67946480937,0.015298837067919789,344.3379339550356,1935865088.3190732,17697.36919997278,43498902.37495547,853394274.096183,17782.402416499648,19141978.153296385,242259.36037544816,1.1806501251849073,3430.4389073609705,74620548862.3843,175965.47812768814,4534088984.71927,129095593590.56145,1180171.281380764,3284846686.3403196,79141686710.22397,1649096.277910027,2370649060.665948,10594005750.542889,51610.280675592156,213518509.38886806,3430.4389073609705,213518509.38886806
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.9_2050.nc,1.25,0.9,0.1,1.0,1.0,1.0,1.0,1,1075.8139620966747,0.0016912778146933184,30.9439654900242,1175959897.5272424,10750.437412439975,24881880.33763375,271461175.6945571,5656.508384438336,6142369.897288921,1837908.3412269051,8.380598599976413,36677.06068731671,1854561825.4654853,2915.5405877740945,74692455.2023081,146863502570.28384,1342602.6651703722,3417213275.9838715,92454636551.95119,1926501.7382255334,2444234482.492887,20762540894.2597,97297.9216756896,383012678.2086414,36677.06068731671,383012678.2086414
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.8_2050.nc,1.25,0.8,0.0,1.0,1.0,1.0,1.0,1,440.29659496923466,0.0007787097726388813,16.109750209921195,2624840009.7365,23995.867802700177,59799533.864939235,871952986.6344302,18169.11522288304,19173925.52090031,3602488.5435478664,16.786538922919544,67612.11429797538,21160986577.372787,37425.37924380675,950888896.399615,177688821741.30768,1624402.805773297,4168578745.3880334,135390057139.48682,2821158.463708989,3794714526.524016,30185402586.93812,141137.2024456394,573154338.1827306,67612.11429797538,573154338.1827306
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.6_2050.nc,1.5,0.6,0.0,1.0,1.0,1.3,1.0,1,34821.73854083759,0.08211443047512378,2090.57839290324,3095172807.571713,28295.575060385898,71116419.03178538,404943023.40611464,6934.211989983837,7560749.621658614,244582117.10600072,1052.2565102473093,4726925.220001047,111236620358.13176,262311.19155562535,6868400409.432425,157206542804.1207,1437157.0857097304,3868087918.6939487,82226112844.62338,1408033.3889469889,2092195714.9157386,23080845736.094315,109414.78007945452,464401721.14467263,4726925.220001047,464401721.14467263
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3_2050.nc,1.5,1.0,0.15,1.0,1.0,1.3,1.0,1,2091.3555147176858,0.0029590217066960043,50.94011912578233,1284840490.0873604,11745.806385657706,27333288.427081537,7641760.426074113,130.85689518825026,122831.44121702944,1840520.5091157672,8.393556856241776,36475.26144175204,601064095.226615,850.4348937207063,22390219.570447452,160847919694.9859,1470445.971191852,3706327742.089387,83392018890.47102,1427998.2709551014,1798248049.5596957,23728303358.414757,111193.30612471869,432379476.223266,36475.26144175204,432379476.223266
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.9_2050.nc,1.25,0.9,0.15,1.0,1.0,1.0,1.0,1,4124.059181288556,0.006483397730033219,123.81273140254194,1044069440.3514762,9544.715934906915,21954183.719991036,235914564.83530805,4915.814243372842,5342422.101027003,1841377.3476588822,8.398387288808399,36865.830251525054,1679126741.0645905,2639.7406106220787,67873300.31088366,141267009198.23553,1291440.4173319447,3286247664.725896,88956916105.98451,1853618.8113082284,2328511046.964682,21014321635.350964,98273.54438561015,389569364.0594296,36865.830251525054,389569364.0594296
elec_s_100_lc1.5__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.7_2050.nc,1.5,0.7,0.05,1.3,1.3,1.0,1.0,1,616.4443008070674,0.0012459943899135863,28.028286194919406,671499465.1760538,4858.441582725513,9544293.94855376,767056459.703299,15983.358520966929,17171513.68147289,294491.6427991062,1.1082947000978332,3129.3126003803395,79904226099.2768,161507.23969665772,4181910722.964646,125795581562.5268,910157.8125997202,2627685130.793265,110613946363.46507,2304892.084254309,3263103784.7663903,6714814227.109116,25416.031096657593,100957512.67657277,3129.3126003803395,100957512.67657277
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3_2050.nc,1.5,1.0,0.0,1.3,1.3,1.0,1.0,1,3986.324075910333,0.0056401790071239355,105.99246295194266,1794835227.3671823,12986.014963534008,31028857.894786347,1011718254.6954688,21081.44111485547,22443559.919821236,299144.26419472,1.1259237658862589,3175.473010191508,2362790365.364355,3343.070047288973,84009356.5659287,197752510531.79196,1430781.512244583,3800468000.533314,172683625602.0769,3598254.422843951,4731470825.472177,16401391017.089909,60690.89942571734,248323101.3263208,3175.473010191508,248323101.3263208
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.5_2050.nc,1.5,0.5,0.15,1.3,1.3,1.0,1.0,1,351979079.4663723,996.017873684636,26278565.437610656,442558423.27994126,3202.004406488961,5053990.588804939,552357211.8618057,11509.613454326214,12436400.685832307,294783.5340778629,1.1094510943275826,3130.0773982507058,119823561221.9041,339072.44955154776,8873368673.555304,66890672273.4298,483968.25392033847,1403173213.6836805,50420534506.32031,1050626.0258143495,1551859471.7550395,6610689512.284618,24992.957789477347,100651682.68309376,3130.0773982507058,100651682.68309376
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.6_2050.nc,1.5,0.6,0.15,1.0,1.0,1.3,1.0,1,4174.364335115222,0.009843723040182538,217.87173921847693,1228884493.601686,11234.26561004549,26970066.658899195,7641776.218773265,130.8571656211692,122924.81266884314,229557.53702546493,1.1229681930616051,3168.6451596821134,96932839982.17838,228580.9176396575,5962699062.843876,114410015289.43413,1045918.0719611815,2924842845.85971,38335030613.90881,656446.0024114841,921300786.9428711,8997936968.358728,44001.964698540556,180920490.00492087,3168.6451596821134,180920490.00492087
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-dist1-EQ0.9c-nuclear+c0.6_2050.nc,1.5,0.6,0.0,1.0,1.0,1.0,1.0,1,19201.000088596906,0.04527858897621862,1107.8693187862186,3095172955.619655,28295.576413816532,70950451.03397469,1458438662.8342867,30389.872523773163,31912245.96677614,244584317.47627574,1052.2685364137008,4895382.97080765,93521351715.63605,220536.1608923412,5707615118.040103,166737457712.05234,1524287.186333452,4071325423.8896184,82490673309.12386,1718879.9982802793,2253299990.679402,24459999553.537876,115435.27461017726,484945248.90488803,4895382.97080765,484945248.90488803
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.7_2050.nc,1.5,0.7,0.15,1.3,1.3,1.0,1.0,1,14104.027351077164,0.028507910498356655,641.4657522827578,649108914.8803293,4696.4411847232095,9145438.007117692,769039491.8760344,16024.679487337122,17296552.549646083,298965.4648805941,1.1256616220857247,3164.1108990420453,78965886121.98732,159610.6103564179,4171464567.9147005,100866048125.04753,729787.3310553447,2085158249.928422,81970932460.62057,1708050.020624094,2358669138.584891,6686883730.347874,25309.85729312105,100472213.25560126,3164.1108990420453,100472213.25560126
elec_s_100_lc1.25__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.7_2050.nc,1.25,0.7,0.05,1.3,1.3,1.0,1.0,1,8150.608885499882,0.016474502128443147,371.91051880313586,704237289.7591765,5095.3067129768315,10210146.01088308,739853761.142447,15416.528689426143,16429742.27242663,297599.4060034387,1.1202625634102619,3156.1726836038197,85868763072.44504,173563.12146451557,4489597733.193973,122733206058.31837,888000.8738929034,2548376838.872068,110664258673.26726,2305940.4551733118,3254602976.038128,7169249324.636531,27098.546829453644,108146937.59922713,3156.1726836038197,108146937.59922713
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.8_2050.nc,1.25,0.8,0.0,1.3,1.3,1.0,1.0,1,6068.648101571354,0.010733027775811472,233.81391221401026,1366309392.4739246,9885.53932135056,22923498.575466406,874449309.9768304,18221.131773243975,19288038.125829037,298095.33202388516,1.1221069856802508,3161.1471908974295,66353422985.47162,117352.84696089583,3010391668.104531,167772516915.84988,1213869.8761417158,3361524944.8140063,149873469279.8075,3122953.1568078687,4255001232.040893,11181463342.417297,42085.184094190816,172938280.96464056,3161.1471908974295,172938280.96464056
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.8_2050.nc,1.5,0.8,0.0,1.3,1.3,1.0,1.0,1,5932.757616373214,0.010492691488768812,222.02906951787037,2348613223.8055296,16992.716658805042,41888856.040608495,1146754290.3928623,23895.22274005211,25476802.19983765,297667.8343418717,1.1202909047514014,3161.498220533528,53713649880.82471,94998.1093749411,2443225937.4227743,173468876074.50943,1255084.2473241484,3453348719.348281,153124645907.4784,3190698.784913462,4344501568.463448,11299991897.426765,42571.399171433186,174928276.08555096,3161.498220533528,174928276.08555096
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-dist1-EQ0.9c-nuclear+c0.8_2050.nc,1.5,0.8,0.0,1.0,1.0,1.0,1.0,1,4893.603257110844,0.008654840221955258,184.86333747853868,3095172962.3377504,28295.576475232283,70739556.85309026,1484813851.4408095,30939.459311321025,32385915.7276895,246357901.60322142,1060.7190094195255,4913453.730072071,17056348611.425049,30165.90521255419,754522111.1258006,212480269795.02856,1942460.6626578404,4885691585.875097,113870589406.23137,2372751.617498419,2928448914.1790705,37088209915.76354,172286.0370626882,710382095.7050276,4913453.730072071,710382095.7050276
elec_s_100_lc1.5__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.8_2050.nc,1.5,0.8,0.05,1.0,1.0,1.3,1.0,1,3242.740820359029,0.005735120361594078,118.7709030470477,3095172938.5811377,28295.576258053123,70223523.81644413,729905293.9264157,12498.839955618314,13522023.089840349,3612954.4129030816,16.836629238559834,66975.6516324966,29123844739.363388,51508.51215859259,1324828899.2321215,171256470349.28696,1565599.2775236117,4066186747.166458,92249017651.02982,1579664.8103219117,2188745189.6630163,34317245911.50444,160109.30981027524,641874695.0623081,66975.6516324966,641874695.0623081
elec_s_100_lc1.25__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.9_2050.nc,1.25,0.9,0.05,1.0,1.0,1.0,1.0,1,2895.8768446109234,0.0045525829129687626,85.25667737965614,1736844530.9382432,15877.95507674418,37777807.44610916,645295683.7527777,13446.19699760124,14298394.24716576,3605352.24899402,16.80106556945422,66830.64737411843,1597519983.3549721,2511.447333432832,64372349.46907447,167188086546.06137,1528406.7631034097,3937437022.783729,116506804513.80751,2427683.1296052034,3191766963.123296,21365923732.92017,99890.4189935131,391900655.8624124,66830.64737411843,391900655.8624124
elec_s_100_lc1.25__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.6_2050.nc,1.25,0.6,0.05,1.0,1.0,1.3,1.0,1,738.1021382823158,0.0017405459709153724,42.80588304451806,3095172934.5880218,28295.5762215487,70594416.22895779,81219421.87075643,1390.7948931149572,1500039.5409391236,1836450.5762298682,8.373305724618467,36992.80459373146,105158859735.00793,247978.99928019787,6476525632.084867,136146607232.30199,1244630.5210276127,3444928846.257158,55794672021.42095,955423.5073711629,1402151501.253206,11889528460.182375,57881.5203084317,241228270.7785282,36992.80459373146,241228270.7785282
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3_2050.nc,1.25,1.0,0.15,1.3,1.3,1.0,1.0,1,238.26199358560348,0.0003371126553753996,6.507175865514202,842859098.5260105,6098.265009911345,12924847.941845616,618175015.3478951,12881.076450137016,13894651.466423433,294508.01356758014,1.108357039373526,3129.155542710946,1014525127.9868686,1435.4335523422137,36840438.77718496,136474875027.52902,987424.7742806094,2589274304.4899354,119145009288.08958,2482656.100923883,3131903294.6044264,14387824001.057188,53385.679344527874,216449350.64480823,3129.155542710946,216449350.64480823
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.9_2050.nc,1.25,0.9,0.15,1.3,1.3,1.0,1.0,1,4297.157985936392,0.006755524862014527,132.99604686453256,847211920.1333531,6129.75860089098,13005306.719280649,615373983.6122087,12822.71061031683,13847382.521561414,299008.6428084498,1.1255701300659198,3170.907140076361,10728994856.84448,16866.959915611485,431297313.66836226,132655382074.85835,959789.9296552053,2535980034.0636926,114280617172.79942,2381295.474620938,3034745116.1181765,14007880245.979607,52131.11520030195,211671996.9527331,3170.907140076361,211671996.9527331
elec_s_100_lc1.5__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3_2050.nc,1.5,1.0,0.05,1.3,1.3,1.0,1.0,1,325.0111373023832,0.00045985247530978964,8.860838418045955,944295902.8103853,6832.181883284858,14775074.516299974,543471143.4096807,11324.452093496137,12258011.402212154,294471.4681377628,1.1082221625678617,3126.649389116991,343156489.2463412,485.5260109186116,12666920.561506892,168040654995.5807,1215809.9122311482,3249956484.379699,147441641607.2246,3072280.5197934625,4027922205.5322013,13751018636.444967,51369.930056848985,210130498.92580384,3126.649389116991,210130498.92580384
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.9_2050.nc,1.5,0.9,0.15,1.0,1.0,1.3,1.0,1,6206.542144160465,0.009757251164429874,183.8131906237864,1286129876.853964,11757.593753376583,27336623.61996824,7641871.135662956,130.85879097040723,122800.45274507206,1843829.9324832212,8.410254645663654,36573.63840486601,4974850191.078271,7820.918909804415,203453113.4490861,158645159887.56393,1450308.6931315002,3673919943.1028957,81503576861.91475,1395660.7404880773,1767072044.6652014,23684648722.9401,111007.76840424164,435409489.0763308,36573.63840486601,435409489.0763308
elec_s_100_lc1.25__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3_2050.nc,1.25,1.0,0.05,1.0,1.0,1.3,1.0,1,1791.963588997965,0.0025354173980169214,45.25742932041755,2774144487.2603884,25360.78547071993,62259167.46116542,416041435.16717315,7124.26030654942,7664596.267947034,60588720.40169919,289.1246135598527,996458.5544725228,449400758.51343495,635.8491371211996,16636046.47233783,183096422422.87616,1673838.2268288198,4239116052.8712873,111235788109.15436,1904792.7511723929,2514623962.118976,36032187666.1743,168057.3134475748,674934016.2531669,996458.5544725228,674934016.2531669
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-onwind+p0.5-dist1-EQ0.9c_2050.nc,1.5,1.0,0.0,1.0,1.0,1.0,0.5,1,2082.3065387367824,0.0029462184715872775,49.7822369484454,1724069657.1157756,15761.169222252847,38031164.69969338,867288593.3204432,18071.922024550426,19184693.927038983,288606781.3588607,1288.5752813598513,5675509.24181958,1881623322.5057218,2662.2753596590137,69681387.22002468,159107004503.2641,1454530.802784897,3327740754.790656,160677667174.98468,3348083.088647423,4457086783.27062,52861258390.00691,252001.15300532812,1007554825.280652,5675509.24181958,1007554825.280652
elec_s_100_lc1.5__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.5_2050.nc,1.5,0.5,0.1,1.3,1.3,1.0,1.0,1,519210460.869726,1469.2432857495771,38966406.885612026,442558431.65287364,3202.0044670689094,5053986.112637651,377030267.8089841,7856.279505133343,8568873.970831417,295404.18497392617,1.111853782059821,3134.7483570213903,125556346245.3883,355294.88060636667,9277466909.593752,68251001167.64958,493810.5230636619,1437049351.6024172,47735921198.36866,994686.027593426,1470977642.2716258,6610692222.293882,24992.968271184243,100623599.98937549,3134.7483570213903,100623599.98937549
elec_s_100_lc1.5__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.7_2050.nc,1.5,0.7,0.1,1.3,1.3,1.0,1.0,1,7656.891637520006,0.015476571057653616,349.851521194305,643252896.3000249,4654.071643636076,9029601.225674534,794482691.5185193,16554.84617410705,17875121.91575492,297166.5635006028,1.1185998869841107,3152.310987851298,79621745168.10748,160936.27220610957,4160598095.4969883,108203676310.58339,782876.6330488164,2265614009.092352,78828425244.69011,1642568.7658200194,2281997615.9019084,6686869001.846962,25309.799512869813,101078736.91196026,3152.310987851298,101078736.91196026
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-onwind+p0.5-dist1-EQ0.9c-nuclear+c0.7_2050.nc,1.25,0.7,0.0,1.0,1.0,1.0,0.5,1,1541.2578339279105,0.0031152832656093964,70.17844116066829,1710036394.5609846,15632.879379117172,37809846.548169605,958222476.8854964,19966.735430184603,21267726.667745527,246347083.13075742,1060.6655582336207,4927272.614863067,65063076309.894554,131509.41288046818,3372671904.1434445,135040504747.05031,1234518.7089118708,2932442900.5527864,130718328393.25842,2723812.415032783,3814296552.1154256,46739957124.944275,220243.97027285767,904513440.8626401,4927272.614863067,904513440.8626401
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.9_2050.nc,1.25,0.9,0.1,1.3,1.3,1.0,1.0,1,2525.3228901108905,0.0039700382496039395,80.84274375559419,849210045.8646969,6144.215465928287,13004381.104364056,617441196.7685555,12865.785678128568,13825399.787368285,296593.420554077,1.11631298078545,3147.5650451532665,16185508083.347046,25445.097112844804,649429335.6734341,136406573274.25903,986930.5965552806,2638099508.769244,114845840283.8458,2393073.178222682,3076808512.600966,14397048796.566303,53442.16547472445,216859783.73588327,3147.5650451532665,216859783.73588327
elec_s_100_lc1.5__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.6_2050.nc,1.5,0.6,0.1,1.0,1.0,1.3,1.0,1,4246.103575221584,0.010012893997489666,226.69328450181462,1399146925.2046192,12790.777544241586,30642950.363554373,7641763.735119473,130.8569518520787,122816.5317716409,233145.27104812305,1.1394393531888996,3237.0969435781694,94146647192.11497,222010.69329885842,5774940135.38452,122915734659.99962,1123675.9988541983,3159612794.167866,35283705507.819595,604195.3550043232,845498019.1600429,9005653800.970413,43885.32950743828,180324047.70020065,3237.0969435781694,180324047.70020065
elec_s_100_lc1.5__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3_2050.nc,1.5,1.0,0.1,1.3,1.3,1.0,1.0,1,4072.9831604834467,0.005762791403978358,112.14199505874024,902465938.7772868,6529.53318853268,13952948.636343708,580448353.4553238,12094.956008544605,13081959.428483639,297038.563967839,1.1180346804574515,3148.642870108088,560611401.3267043,793.1990968885624,20641557.454088002,148956390763.75204,1077731.1977599044,2865055823.2124324,115539184598.12518,2407520.5772549375,3051038679.7762375,13430865429.747223,50235.959086571165,203789824.1706773,3148.642870108088,203789824.1706773
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.9_2050.nc,1.25,0.9,0.0,1.3,1.3,1.0,1.0,1,3182.6340597291196,0.005003391447919773,96.43948940867479,1242017458.7947574,8986.260721291055,20407990.953116056,800942271.1318574,16689.446144615937,17692566.74043877,298418.2151635087,1.1232234041781881,3168.459561275209,30151595756.53619,47401.06261611092,1200920421.1487384,183559367470.9364,1328091.1006917553,3588184046.644557,164688460054.05084,3431657.0416837507,4568374074.763485,16425568741.74873,60109.5389859476,247431640.2446489,3168.459561275209,247431640.2446489
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.6_2050.nc,1.25,0.6,0.15,1.3,1.3,1.0,1.0,1,13221.400141395596,0.03117787302380641,746.0764443598339,442559046.97813416,3202.008919078163,5053956.254582495,939778497.6098084,19582.413351167594,21055715.048688114,298740.6459014506,1.124716762292898,3161.6094068856546,110488912018.52176,260547.99284581447,6796155256.064445,80128621235.94691,579747.6328251736,1692967896.3095522,64052919056.84899,1334687.63172413,1926120015.3900127,6610708536.783836,24993.031240433662,100334199.86773896,3161.6094068856546,100334199.86773896
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.8_2050.nc,1.5,0.8,0.15,1.3,1.3,1.0,1.0,1,17016.916733630344,0.03009616588469411,639.3921076173217,831229211.2154647,6014.120299390758,12707209.306981947,619707238.0546386,12913.003780317275,14014760.036188299,301510.8950050727,1.135397215938803,3183.7542554335146,45037606089.843735,79653.634389047,2082507402.5441298,120696086319.26796,873261.8789085981,2402798185.2940207,96662923907.89825,2014190.9359612144,2652390451.045863,11181481190.542873,42085.25367559111,171593943.57643357,3183.7542554335146,171593943.57643357
elec_s_100_lc1.5__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.9_2050.nc,1.5,0.9,0.05,1.0,1.0,1.0,1.0,1,352.7063290533047,0.0005544865659367329,10.679912901295069,2150401018.348118,19658.62237990396,47132906.60854274,772421476.8152509,16095.150802860515,17276006.930785462,3602314.3811187516,16.785716840367577,65845.94236312193,402675736.83184975,633.0430392367351,16616373.694823833,166682852139.3746,1523787.990916434,3938491047.907343,113324494101.16292,2361372.4850537204,3128960432.8480253,22670125610.702866,106254.27159423145,420949835.9076988,65845.94236312193,420949835.9076988
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.6_2050.nc,1.25,0.6,0.1,1.3,1.3,1.0,1.0,1,10791.906114330764,0.02544879323816671,618.0008240024757,442558508.0454315,3202.005019785329,5053948.861365516,963916194.3636745,20085.37692862921,21570946.00279374,296369.22161781974,1.1155791201028078,3143.3527243848916,107352540375.46967,253151.99879096518,6595014252.933746,84330412596.90773,610148.4878201607,1792423099.9333305,63249825444.782074,1317953.3575189058,1917914902.1329126,6610697342.954332,24992.988046716684,99780606.06491472,3143.3527243848916,99780606.06491472
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.5_2050.nc,1.5,0.5,0.15,1.0,1.0,1.0,1.0,1,12383.851007915862,0.035043380895341314,858.4714190048942,850012278.635548,7770.676381475205,17546464.169933744,402481917.75812155,8386.622273180126,9122904.053218458,231450.28713614837,1.132240296959629,3201.4351404775894,101285839816.63577,286615.06519499386,7486266070.905872,85480713717.56003,781451.0211816465,2285704525.6573553,38711222494.075485,806635.991498015,1159272929.9645076,5143754785.141849,25309.846329590982,99905554.62698784,3201.4351404775894,99905554.62698784
elec_s_100_lc1.25__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.6_2050.nc,1.25,0.6,0.05,1.0,1.0,1.0,1.0,1,4222.58202166621,0.00995742695147114,219.10169694872963,1569543399.0503602,14348.514871195515,34725571.18212001,719562360.6330792,14993.7114050776,16073528.057346053,241161.5760191579,1.1756634056112358,3413.9395238402003,81761217143.26152,192804.1522911956,4985420518.902483,126523500714.0165,1156657.6194383602,3232391140.6185756,77934621484.86713,1623944.3402514446,2317484953.8088827,9285289075.278172,45340.01294079099,184480580.89773634,3413.9395238402003,184480580.89773634
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.8_2050.nc,1.25,0.8,0.15,1.0,1.0,1.0,1.0,1,1697.1486434402289,0.0030015817732137393,58.071734925035,1046446568.8746127,9566.447263894443,22075017.489293423,226642487.7919337,4722.609519335185,5134661.669946693,1836462.0751007511,8.373902155194704,37198.91573607672,10778806428.365534,19063.426787884946,486909119.0408188,136306684868.99637,1246093.9251947382,3211822291.4905667,85182536717.48375,1774971.0687627962,2252280388.0877695,20762319598.964832,97204.24634925395,386118260.04570174,37198.91573607672,386118260.04570174
